topic_id;title;pid;video_id;youtube_url
1158;[VÍDEO] ENCONTRO COM LEANDRO MARTINS;1158;rpBwvDEGGg8;https://youtu.be/rpBwvDEGGg8
1159;[VÍDEO] EU CHEGANDO DE SERJONA NO RESTAURANTE DA CE-040;1159;s-bYC5n32FA;https://youtu.be/s-bYC5n32FA
1160;[VÍDEO] UMA MANHÃ CHUVOSA COM BILLIE EILISH;1160;TC7Ix3qKG9A;https://youtu.be/TC7Ix3qKG9A
1161;[VÍDEO] EU INDO EMBORA NA TERRA;1161;Y1Uqm_ea-hM;https://youtu.be/Y1Uqm_ea-hM
1162;[VÍDEO] EU NA SERJONA FUGINDO DE UM POLICIAL;1162;1HFUBUnTsWs;https://youtu.be/1HFUBUnTsWs
1162;[VÍDEO] EU NA SERJONA FUGINDO DE UM POLICIAL;1162;DZZQagor3TY;https://youtu.be/DZZQagor3TY
1162;[VÍDEO] EU NA SERJONA FUGINDO DE UM POLICIAL;1162;7jhaafCMQ_Q;https://youtu.be/7jhaafCMQ_Q
1163;[VÍDEO] MINI PUXADAS NA MISTER HULL;1163;UTYNN6lpqsk;https://youtu.be/UTYNN6lpqsk
1164;[VÍDEO] MOTO SUJA;1164;lwNcmSd6N0g;https://youtu.be/lwNcmSd6N0g
1165;[VÍDEO] OLHA SÓ QUE LINDO CARA;1165;13sXaaAjdS0;https://youtu.be/13sXaaAjdS0
1166;[VÍDEO] PEDRO ANDANDO NA NEGONA;1166;nAruGp5v8OA;https://youtu.be/nAruGp5v8OA
1167;[VÍDEO] PERDIDOS EM FORTALEZA;1167;LM1-rNQAzV8;https://youtu.be/LM1-rNQAzV8
1168;[VÍDEO] PRIMEIRA VOLTA NA SERJONA DE 2019;1168;9cm9naMvrCo;https://youtu.be/9cm9naMvrCo
1169;[VÍDEO] PRIMEIRO ROLÊ NA MOTO DO LUIZ;1169;6wnPNJD3w0w;https://youtu.be/6wnPNJD3w0w
1170;[VÍDEO] PUXADA NA FANPIRA E SERJONA ATRÁS;1170;X3EWQE8hyOE;https://youtu.be/X3EWQE8hyOE
1171;[VÍDEO] ROLÊ COM MANO BROWNILHA;1171;FXgsX-Cz6SA;https://youtu.be/FXgsX-Cz6SA
1172;[VÍDEO] ROLÊ DE FANPIRA;1172;r6nBPSX8NVw;https://youtu.be/r6nBPSX8NVw
1173;[VÍDEO] ROLÊ SERJONA, FANPIRA E NEGONA;1173;Zv1BeCbrvk0;https://youtu.be/Zv1BeCbrvk0
1173;[VÍDEO] ROLÊ SERJONA, FANPIRA E NEGONA;1173;5U6RU5gKpDs;https://youtu.be/5U6RU5gKpDs
1174;[VÍDEO] SEGUINDO MEU CARRO;1174;1MWvDgKLtH0;https://youtu.be/1MWvDgKLtH0
1175;[VÍDEO] VIRADA DE 2019;1175;WDPEQYRtg3s;https://youtu.be/WDPEQYRtg3s
1175;[VÍDEO] VIRADA DE 2019;1175;fhXAwphbZ_Y;https://youtu.be/fhXAwphbZ_Y
1176;[VÍDEO] A MELHOR PRAIA QUE EU JÁ VI;1176;h798HFOafjY;https://youtu.be/h798HFOafjY
1178;[VÍDEO] PROCURANDO A MINHA MÃE;1178;svGFqcOzbb8;https://youtu.be/svGFqcOzbb8
1179;[VÍDEO] COMO VOLTAR PRA CASA DEPOIS DE UMA PRAIA;1179;-OfOi7-DDlQ;https://youtu.be/-OfOi7-DDlQ
1180;[DIÁRIO] 16/12/2019;1180;ZLMUg3XOtt0;https://youtu.be/ZLMUg3XOtt0
1181;[VÍDEO] TO DE FÉRIAS E.E.E.E;1181;bfU_xyS6nYQ;https://youtu.be/bfU_xyS6nYQ
1182;[VÍDEO] FOMOS NO MELHOR BUFFET DE FORTALEZA (LA MAISON);1182;goUIunyQXck;https://youtu.be/goUIunyQXck
1183;[VÍDEO] GAMEPLAY DE MINECRAFT DE 40 MINUTOS;1183;9ywU25SPfKw;https://youtu.be/9ywU25SPfKw
1184;[VÍDEO] COMO FICAR ATÉ AS 3 DA MANHÃ EM UMA CONFRATERNIZAÇÃO DE NATAL;1184;O3PiJk_1AJU;https://youtu.be/O3PiJk_1AJU
1185;[VÍDEO] DISLIKE;1185;Qhxs8H3gvXo;https://youtu.be/Qhxs8H3gvXo
1186;[VÍDEO] A PROCURA DE UM LENON;1186;72lIg3Z0kG8;https://youtu.be/72lIg3Z0kG8
1188;[VÍDEO] UM NATAL COM O MEU PAI;1188;n_sE1I7PDTA;https://youtu.be/n_sE1I7PDTA
1189;[VÍDEO] UM DIA NA PRAIA DE IRACEMA;1189;L_bltBTLAd8;https://youtu.be/L_bltBTLAd8
1190;[VÍDEO] A PRAIA MAIS CALMA QUE JÁ VI;1190;SZf-JgmPmaM;https://youtu.be/SZf-JgmPmaM
1191;[VÍDEO] CONVERSA COM PAI NA PRAIA;1191;ccNJ6XDnu50;https://youtu.be/ccNJ6XDnu50
1192;[VÍDEO] MENINO OLHANDO EU JOGAR;1192;Yk2ytdFSe60;https://youtu.be/Yk2ytdFSe60
1193;[VÍDEO] MOMENTOS ALEATÓRIOS NA PISCINA;1193;ulNWPF-y2B8;https://youtu.be/ulNWPF-y2B8
1194;[VÍDEO] PESSOA BRIGANDO DE FUNDO;1194;-yWHdc6EPBc;https://youtu.be/-yWHdc6EPBc
1195;[VÍDEO] PRESENTE PRO LENON;1195;F6BSFbb3yjs;https://youtu.be/F6BSFbb3yjs
1196;[VÍDEO] PRIMEIRO VÍDEO GOPRO;1196;9a-uf5nXJQI;https://youtu.be/9a-uf5nXJQI
1197;[VÍDEO] TENTANDO LIMPAR MOTO;1197;OiDCyTjJZpY;https://youtu.be/OiDCyTjJZpY
1198;[VÍDEO] TESTANDO SUPORTE DE CÂMERA NA HORNET;1198;k09J3C7dfP4;https://youtu.be/k09J3C7dfP4
1199;[VÍDEOS] CARROSSEL;1199;vPuUreasH68;https://youtu.be/vPuUreasH68
1199;[VÍDEOS] CARROSSEL;1199;OV1zyzlixXQ;https://youtu.be/OV1zyzlixXQ
1200;[VÍDEO] VOLTANDO PRA CASA DO PRIMO;1200;PJWryDxgo9M;https://youtu.be/PJWryDxgo9M
1201;[LIVE] LIVE COM PESSOAS;1201;FUYpCsfEL2I;https://youtu.be/FUYpCsfEL2I
1202;[LIVE] RAFAEL JOGANDO LULU FIGHT;1202;NwXxCh14Mig;https://youtu.be/NwXxCh14Mig
1203;[VÍDEO] PRIMEIRA VEZ QUE VIAJEI DE AVIÃO;1203;KIy8AyFJQ5U;https://youtu.be/KIy8AyFJQ5U
1204;[VÍDEO] UM DIA EM NATAL;1204;yPjBJBfCZdk;https://youtu.be/yPjBJBfCZdk
1207;[VÍDEO] EPISÓDIOS ALEATÓRIOS EM NATAL;1207;NrIRDXpoPXE;https://youtu.be/NrIRDXpoPXE
1208;[VÍDEO] QUEM É MAIS COM LUCIANO E FAMÍLIA;1208;ZWjs7kqK4PQ;https://youtu.be/ZWjs7kqK4PQ
1209;[VÍDEO] FELIZ 2020!;1209;T1avcs9gTtM;https://youtu.be/T1avcs9gTtM
1210;[VÍDEO] MINHA RETROSPECTIVA 2019 (REWIND 2019);1210;BxRdg9UE9LM;https://youtu.be/BxRdg9UE9LM
1212;[VÍDEOS] UM DIA NA PISCINA;1212;FuxdtY7wMuo;https://youtu.be/FuxdtY7wMuo
1212;[VÍDEOS] UM DIA NA PISCINA;1212;kdIglnbR0x0;https://youtu.be/kdIglnbR0x0
1212;[VÍDEOS] UM DIA NA PISCINA;1212;e8ezpK5-5v0;https://youtu.be/e8ezpK5-5v0
1212;[VÍDEOS] UM DIA NA PISCINA;1212;2ElssgU3Xcg;https://youtu.be/2ElssgU3Xcg
1212;[VÍDEOS] UM DIA NA PISCINA;1212;7SCRgm9lD3M;https://youtu.be/7SCRgm9lD3M
1212;[VÍDEOS] UM DIA NA PISCINA;1212;sJxPoRv_ESY;https://youtu.be/sJxPoRv_ESY
1212;[VÍDEOS] UM DIA NA PISCINA;1212;aStwY-RM4FM;https://youtu.be/aStwY-RM4FM
1212;[VÍDEOS] UM DIA NA PISCINA;1212;Rk1-bSoCzyE;https://youtu.be/Rk1-bSoCzyE
1212;[VÍDEOS] UM DIA NA PISCINA;1212;roAMBXjQWbE;https://youtu.be/roAMBXjQWbE
1212;[VÍDEOS] UM DIA NA PISCINA;1212;D0I8lrVh7c8;https://youtu.be/D0I8lrVh7c8
1212;[VÍDEOS] UM DIA NA PISCINA;1212;qC9VK5DaaS8;https://youtu.be/qC9VK5DaaS8
1212;[VÍDEOS] UM DIA NA PISCINA;1212;ZPMlo--Rb9s;https://youtu.be/ZPMlo--Rb9s
1212;[VÍDEOS] UM DIA NA PISCINA;1212;xaUu3HFW9gM;https://youtu.be/xaUu3HFW9gM
1212;[VÍDEOS] UM DIA NA PISCINA;1212;g_T94paqs08;https://youtu.be/g_T94paqs08
1212;[VÍDEOS] UM DIA NA PISCINA;1212;00ubpZTLnS4;https://youtu.be/00ubpZTLnS4
1212;[VÍDEOS] UM DIA NA PISCINA;1212;0nwpSszt980;https://youtu.be/0nwpSszt980
1212;[VÍDEOS] UM DIA NA PISCINA;1212;ls9ajK1N-Iw;https://youtu.be/ls9ajK1N-Iw
1212;[VÍDEOS] UM DIA NA PISCINA;1212;EumtNCkaic0;https://youtu.be/EumtNCkaic0
1212;[VÍDEOS] UM DIA NA PISCINA;1212;9dQO3oEvy74;https://youtu.be/9dQO3oEvy74
1212;[VÍDEOS] UM DIA NA PISCINA;1212;naf8PEKdHDQ;https://youtu.be/naf8PEKdHDQ
1212;[VÍDEOS] UM DIA NA PISCINA;1212;YQTdVBd-hWc;https://youtu.be/YQTdVBd-hWc
1213;[VÍDEOS] "ANIVERSÁRIO" CALEBE;1213;D2c-4ogyOfw;https://youtu.be/D2c-4ogyOfw
1213;[VÍDEOS] "ANIVERSÁRIO" CALEBE;1213;f32y7BxWANM;https://youtu.be/f32y7BxWANM
1214;[VÍDEO] ELA BATEU A CABEÇA;1214;fm75K-CkaYM;https://youtu.be/fm75K-CkaYM
1215;[VÍDEO] LUCIANO BRINCANDO DE LOBO MAU;1215;Z1xMzwYRFGg;https://youtu.be/Z1xMzwYRFGg
1216;[VÍDEO] FOTOS COM FAMÍLIA SEGUNDO;1216;pffleHEdso0;https://youtu.be/pffleHEdso0
1217;[VÍDEO] MÃE NO CELULAR;1217;vHu1nx8MbIQ;https://youtu.be/vHu1nx8MbIQ
1218;[VÍDEO] PROVANDO BARRA DE 1 KG DE CHOCOLATE;1218;jcqn4zjY1NU;https://youtu.be/jcqn4zjY1NU
1219;[VÍDEO] UMA MAÇÃ, LARANJA, PERA E VAMOS LÁ;1219;w07FLEH-Qms;https://youtu.be/w07FLEH-Qms
1220;[VÍDEO] VERGONHA;1220;LpVZpyvanKQ;https://youtu.be/LpVZpyvanKQ
1221;[VÍDEO] ROLÊ ALEATÓRIO;1221;uVlK-XZslwY;https://youtu.be/uVlK-XZslwY
1222;[VÍDEO] PRETENDENTES DE MARIA EDUARDA;1222;7dMpQ_w62vU;https://youtu.be/7dMpQ_w62vU
1222;[VÍDEO] PRETENDENTES DE MARIA EDUARDA;1222;cVBqH2L0UYo;https://youtu.be/cVBqH2L0UYo
1222;[VÍDEO] PRETENDENTES DE MARIA EDUARDA;1222;RrLyNmwg8BE;https://youtu.be/RrLyNmwg8BE
1222;[VÍDEO] PRETENDENTES DE MARIA EDUARDA;1222;7YqGN2pt3bk;https://youtu.be/7YqGN2pt3bk
1222;[VÍDEO] PRETENDENTES DE MARIA EDUARDA;1222;iaO5Z_BBJW4;https://youtu.be/iaO5Z_BBJW4
1223;[VÍDEO] SOFIA DE BOCA ABERTA;1223;iMzBqZ0RhVY;https://youtu.be/iMzBqZ0RhVY
1224;[VÍDEOS] PISCINA EM JULHO DE 2019;1224;lKJo5u1e9QA;https://youtu.be/lKJo5u1e9QA
1224;[VÍDEOS] PISCINA EM JULHO DE 2019;1224;tpLJM0647Gg;https://youtu.be/tpLJM0647Gg
1224;[VÍDEOS] PISCINA EM JULHO DE 2019;1224;Sa6Xam8gUuo;https://youtu.be/Sa6Xam8gUuo
1224;[VÍDEOS] PISCINA EM JULHO DE 2019;1224;_hwfpGkVpcY;https://youtu.be/_hwfpGkVpcY
1224;[VÍDEOS] PISCINA EM JULHO DE 2019;1224;H6RH2rc4N_g;https://youtu.be/H6RH2rc4N_g
1224;[VÍDEOS] PISCINA EM JULHO DE 2019;1224;NinowZayErs;https://youtu.be/NinowZayErs
1224;[VÍDEOS] PISCINA EM JULHO DE 2019;1224;shoIwtwm1wY;https://youtu.be/shoIwtwm1wY
1225;[VÍDEO] PASSEIO NO TRENZINHO;1225;Yfnj5yr5bR0;https://youtu.be/Yfnj5yr5bR0
1226;[VÍDEOS] SAC 2017;1226;zgbp2iPpyYU;https://youtu.be/zgbp2iPpyYU
1226;[VÍDEOS] SAC 2017;1226;oTfluhHZDTk;https://youtu.be/oTfluhHZDTk
1226;[VÍDEOS] SAC 2017;1226;OdzNKTyLJdw;https://youtu.be/OdzNKTyLJdw
1226;[VÍDEOS] SAC 2017;1226;oNlv10LuHd0;https://youtu.be/oNlv10LuHd0
1227;[VÍDEOS] SAC 2018;1227;G3-JgMoitMQ;https://youtu.be/G3-JgMoitMQ
1227;[VÍDEOS] SAC 2018;1227;60qEVZuY8o8;https://youtu.be/60qEVZuY8o8
1229;[VÍDEOS] VIRADA DE 2020;1229;FoacQSU5B6g;https://youtu.be/FoacQSU5B6g
1229;[VÍDEOS] VIRADA DE 2020;1229;PiC1em6P-aw;https://youtu.be/PiC1em6P-aw
1229;[VÍDEOS] VIRADA DE 2020;1229;i1cb5r-mU_w;https://youtu.be/i1cb5r-mU_w
1229;[VÍDEOS] VIRADA DE 2020;1229;FT7oBgImkFE;https://youtu.be/FT7oBgImkFE
1229;[VÍDEOS] VIRADA DE 2020;1229;RtEmzj3zIvk;https://youtu.be/RtEmzj3zIvk
1230;[VÍDEOS] ANIVERSÁRIO CALEBE DE 1 ANO;1230;5wPLri1q4nY;https://youtu.be/5wPLri1q4nY
1230;[VÍDEOS] ANIVERSÁRIO CALEBE DE 1 ANO;1230;dzxZHcQ5UAo;https://youtu.be/dzxZHcQ5UAo
1231;[VÍDEO] CALEBE CORTANDO O CABELO;1231;rf_wNk6E6xQ;https://youtu.be/rf_wNk6E6xQ
1232;[VÍDEOS] MENINO QUE PEGOU A MINHA CÂMERA;1232;daFYvtjMHNU;https://youtu.be/daFYvtjMHNU
1232;[VÍDEOS] MENINO QUE PEGOU A MINHA CÂMERA;1232;zRJvEtGPO2Y;https://youtu.be/zRJvEtGPO2Y
1233;[VÍDEO] TROLLAGEM COM MIJO;1233;PhOluewN27U;https://youtu.be/PhOluewN27U
1234;[VÍDEO] FOGO, FUMAÇA E ASSOBIOS;1234;HnBCA4Bt2FM;https://youtu.be/HnBCA4Bt2FM
1235;[VÍDEO] ABRINDO A PORTA...;1235;AreMP_ANQn4;https://youtu.be/AreMP_ANQn4
1236;[VÍDEO] NA MESA DE UMA BARRACA NO VÉU DAS NOIVAS;1236;vl5Ir2PpgHw;https://youtu.be/vl5Ir2PpgHw
1237;[VÍDEOS] NOITE COM LENON E PEDRO EM CASA;1237;5prkf0UdolM;https://youtu.be/5prkf0UdolM
1237;[VÍDEOS] NOITE COM LENON E PEDRO EM CASA;1237;qI0Q2SSu-4k;https://youtu.be/qI0Q2SSu-4k
1237;[VÍDEOS] NOITE COM LENON E PEDRO EM CASA;1237;d4bPLVT9Dug;https://youtu.be/d4bPLVT9Dug
1243;[VÍDEO] A CALL MAIS ZUADA QUE VOCÊ VERÁ EM SUA VIDA;1243;1_frnLJhw3I;https://youtu.be/1_frnLJhw3I
1244;[VÍDEO] BOA NOITE HELENA;1244;ttPePrI_YgE;https://youtu.be/ttPePrI_YgE
1245;[VÍDEO] CALL GPLAYS;1245;L3GVKQ6y1AI;https://youtu.be/L3GVKQ6y1AI
1246;[VÍDEO] COMENTANDO VÍDEOS INTROBASE64;1246;Ox--4Jam89A;https://youtu.be/Ox--4Jam89A
1247;[VÍDEO] EU SEM PACIÊNCIA COM SOPA;1247;mShirisEyfY;https://youtu.be/mShirisEyfY
1248;[VÍDEO] EU SOU MUITO TROLLÃO COM SOPRAAY;1248;uRe7aVMHt34;https://youtu.be/uRe7aVMHt34
1249;[VÍDEO] GPLAAYS ATACANDO O KINDOME;1249;KEM1_oFSfvY;https://youtu.be/KEM1_oFSfvY
1250;[VÍDEO] HELENA NO MEU PC COMPLETO;1250;lIUURxO3Dyo;https://youtu.be/lIUURxO3Dyo
1251;[VÍDEOS] INTRO VS SRLOKIYO;1251;wQR1jYTP7b0;https://youtu.be/wQR1jYTP7b0
1251;[VÍDEOS] INTRO VS SRLOKIYO;1251;6f8DfFMMNeg;https://youtu.be/6f8DfFMMNeg
1252;[VÍDEO] NÃO TOLERAMOS XINGAMENTOS DO PANDA;1252;KrQ31OgfFuE;https://youtu.be/KrQ31OgfFuE
1253;[VÍDEO] PANDA COM MEEL;1253;duiSs5LS8iM;https://youtu.be/duiSs5LS8iM
1254;[VÍDEO] SOPA VS BRENT;1254;hD695wTOIrQ;https://youtu.be/hD695wTOIrQ
1255;[VÍDEO] TAMO JUNTO;1255;sTqTDst4Oak;https://youtu.be/sTqTDst4Oak
1256;[VÍDEO] BRIGA COM BIIDU;1256;fhz0SjonpQE;https://youtu.be/fhz0SjonpQE
1257;[VÍDEO] TROLLAGEM DE 1º DE ABRIL;1257;1LM0cJp9ug8;https://youtu.be/1LM0cJp9ug8
1258;[VÍDEO] TROTE PARA LARISSA;1258;RIzias8talw;https://youtu.be/RIzias8talw
1259;[VÍDEO] TROTE PARA MOTEL;1259;EWYLUmSlEfg;https://youtu.be/EWYLUmSlEfg
1260;[VÍDEOS] REAÇÕES PARA NOVO CABELO;1260;TKbHyC8ypoY;https://youtu.be/TKbHyC8ypoY
1260;[VÍDEOS] REAÇÕES PARA NOVO CABELO;1260;7KAwcXBnxeI;https://youtu.be/7KAwcXBnxeI
1260;[VÍDEOS] REAÇÕES PARA NOVO CABELO;1260;TigmhHVa81E;https://youtu.be/TigmhHVa81E
1261;[VÍDEO] MÚSICAS NO CARRO DO PAI;1261;a6dygNTL0e8;https://youtu.be/a6dygNTL0e8
1262;[VÍDEO] SUPER RANDOM VÍDEO;1262;3qChbPiTTrw;https://youtu.be/3qChbPiTTrw
1263;[VÍDEO] TIME-LAPSE LUCIANO;1263;3hlh9K2XmXc;https://youtu.be/3hlh9K2XmXc
1264;[VÍDEOS] TENTATIVAS DE CHROMA KEY;1264;Zb3n-tfcgx4;https://youtu.be/Zb3n-tfcgx4
1264;[VÍDEOS] TENTATIVAS DE CHROMA KEY;1264;2gW-mm7OvNQ;https://youtu.be/2gW-mm7OvNQ
1264;[VÍDEOS] TENTATIVAS DE CHROMA KEY;1264;IfJ7uEPEFzk;https://youtu.be/IfJ7uEPEFzk
1265;[VÍDEO] FOI MAIS FORTE QUE EU;1265;bygQrKg-oLg;https://youtu.be/bygQrKg-oLg
1266;[VÍDEO] COMO CORTAR UM PEDAÇO DE BOLO DESCENTEMENTE;1266;ZuZeBgRVY1s;https://youtu.be/ZuZeBgRVY1s
1267;[VÍDEO] INTRO BUMAX;1267;fgU_BasvTv8;https://youtu.be/fgU_BasvTv8
1268;[VÍDEO] TREINO MINE RAP MLG;1268;5jgSH9-LrOQ;https://youtu.be/5jgSH9-LrOQ
1269;[VÍDEO] UMA TORCIDA;1269;RkPtjqedxQM;https://youtu.be/RkPtjqedxQM
1270;[VÍDEO] VÍDEO DO LUCAS;1270;QsALXOU0l_4;https://youtu.be/QsALXOU0l_4
1271;[VÍDEOS] DANÇA NO CONDOMÍNIO;1271;orr4XdjY0_A;https://youtu.be/orr4XdjY0_A
1271;[VÍDEOS] DANÇA NO CONDOMÍNIO;1271;6zBpI4WLi20;https://youtu.be/6zBpI4WLi20
1272;[VÍDEO] PANDA PARA INTRO;1272;b7t5O2rihkY;https://youtu.be/b7t5O2rihkY
1273;[VÍDEO] PANDA;1273;LB33EbVnFy0;https://youtu.be/LB33EbVnFy0
1274;[VÍDEO] CAGADA;1274;p0opcN8FoKc;https://youtu.be/p0opcN8FoKc
1275;[VÍDEOS] DANÇA;1275;aG4qh8XsEbU;https://youtu.be/aG4qh8XsEbU
1275;[VÍDEOS] DANÇA;1275;zV3KPrR5J_8;https://youtu.be/zV3KPrR5J_8
1276;[VÍDEO] DESAFIO DA LASSER;1276;MavgvC603dw;https://youtu.be/MavgvC603dw
1277;[VÍDEO] ENTREVISTA DE REEATING PARA INTRO;1277;U851pQe4p0A;https://youtu.be/U851pQe4p0A
1278;[VÍDEO] HIPNOSE DE DIEGO PARA BIIDU;1278;0O9Zk3jqWfE;https://youtu.be/0O9Zk3jqWfE
1279;[VÍDEO] RONCOS DO MARLON;1279;KU0AKjdWxnM;https://youtu.be/KU0AKjdWxnM
1280;[VÍDEO] SAUDADES DO MINECRAFTGAMES;1280;max-7zZFL60;https://youtu.be/max-7zZFL60
1281;[VÍDEO] TROTE DO SAPO NA LAGOA;1281;N-caBFS2nsg;https://youtu.be/N-caBFS2nsg
1282;[VÍDEO] TENTANDO FAZER SHOOTING STARS;1282;vQbvDQNfGro;https://youtu.be/vQbvDQNfGro
1283;[VÍDEO] TIRANDO FOTO DE NATAL;1283;gW0NFT-kbdo;https://youtu.be/gW0NFT-kbdo
1284;[VÍDEO] LOBO MAU;1284;JNQ6Ydd2scU;https://youtu.be/JNQ6Ydd2scU
1285;[VÍDEO] VLOG POR MARIA LUCIA;1285;zJXjM39VDyo;https://youtu.be/zJXjM39VDyo
1286;[VÍDEO] FALANDO SOBRE A VIDA EM CASA;1286;Va4NSvAorlM;https://youtu.be/Va4NSvAorlM
1287;[VÍDEO] CERTA VEZ EU OUVI FALAR;1287;VU-DasV1tTY;https://youtu.be/VU-DasV1tTY
1288;[VÍDEO] MÚSICAS NO NATAL NO MEU PAI;1288;PRlR650Xf8E;https://youtu.be/PRlR650Xf8E
1289;[VÍDEO] TESTE DE CÂMERA NO LUCIANO;1289;uLSOkeqa_Ak;https://youtu.be/uLSOkeqa_Ak
1289;[VÍDEO] TESTE DE CÂMERA NO LUCIANO;1289;RLjDwB5Z38g;https://youtu.be/RLjDwB5Z38g
1290;[VÍDEO] BASTIDORES DE STORIES FT. JULIANA;1290;n-8XXf_q4fM;https://youtu.be/n-8XXf_q4fM
1291;[VÍDEO] ESCRITAS DA MEIA NOITE;1291;MWstnX9aduI;https://youtu.be/MWstnX9aduI
1291;[VÍDEO] ESCRITAS DA MEIA NOITE;1291;7YHtvZRi0JY;https://youtu.be/7YHtvZRi0JY
1292;[VÍDEO] TECNOLOGIA DE PONTA;1292;czJxdsPdSjE;https://youtu.be/czJxdsPdSjE
1293;[VÍDEO] EU QUERO LEITE COM LECAU;1293;fn7TTFmIahs;https://youtu.be/fn7TTFmIahs
1294;[VÍDEO] FILMANDO O CELULAR;1294;03NUC6GWq1I;https://youtu.be/03NUC6GWq1I
1295;[VÍDEOS] MAMÃE PAPAI, AQUI O BRUNO GAMEPLAYS;1295;BHe3tuekcQA;https://youtu.be/BHe3tuekcQA
1295;[VÍDEOS] MAMÃE PAPAI, AQUI O BRUNO GAMEPLAYS;1295;CZK0L1PYJyU;https://youtu.be/CZK0L1PYJyU
1296;[VÍDEO] A LUZ NO CARRO;1296;k90Qe8vFoWA;https://youtu.be/k90Qe8vFoWA
1297;[VÍDEO] FUI NA ACADEMIA...;1297;LYbyAEgqAU4;https://youtu.be/LYbyAEgqAU4
1298;[VÍDEO] MEU PC É UMA BOSTA;1298;XeQBy3nEsFk;https://youtu.be/XeQBy3nEsFk
1299;[VÍDEO] TREINANDO JITTER CLICK;1299;Ig8xrlsEUmM;https://youtu.be/Ig8xrlsEUmM
1300;[VÍDEO] IMPRESSIONANTE, A MINHA INTERNET CAIU;1300;Z6QxFMfJZHM;https://youtu.be/Z6QxFMfJZHM
1301;[VÍDEO] QUEBRARAM MEU TECLADO;1301;sVTvW4Caf64;https://youtu.be/sVTvW4Caf64
1302;[VÍDEO] UMA SALA NORMAL E QUIETA;1302;UyNwUo2vmQQ;https://youtu.be/UyNwUo2vmQQ
1303;[VÍDEO] AQUI É O PC ANTIGO, MEU NOVO PC;1303;lpsYEW4LiUg;https://youtu.be/lpsYEW4LiUg
1304;[VÍDEO] MEU PC COM FPS BOM;1304;-O7K32msZpA;https://youtu.be/-O7K32msZpA
1305;[VÍDEO] ERA MELHOR QUE EU NO PVP?;1305;JlF3UUwGh2c;https://youtu.be/JlF3UUwGh2c
1305;[VÍDEO] ERA MELHOR QUE EU NO PVP?;1305;5VBHTbPB30c;https://youtu.be/5VBHTbPB30c
1305;[VÍDEO] ERA MELHOR QUE EU NO PVP?;1305;35N-oz7BwXY;https://youtu.be/35N-oz7BwXY
1305;[VÍDEO] ERA MELHOR QUE EU NO PVP?;1305;HvCVntrt46U;https://youtu.be/HvCVntrt46U
1306;[VÍDEO] SDA MAPMEEL V1;1306;B94j0eIXnG0;https://youtu.be/B94j0eIXnG0
1307;[VÍDEO] VICTOR JOGANDO FNAF 2;1307;1wsoag2kZzc;https://youtu.be/1wsoag2kZzc
1310;[VÍDEO] STAFFERS INTROCRAFT;1310;TNF-K0lpFDc;https://youtu.be/TNF-K0lpFDc
1311;[VÍDEO] MOSTRANDO SETUP PRO MEU PAI;1311;H-D2bSQFQiM;https://youtu.be/H-D2bSQFQiM
1312;[VÍDEO] MENINOS ME IRRITANDO E EU FALANDO "GRAVADO";1312;jkiDbw80jdo;https://youtu.be/jkiDbw80jdo
1313;[VÍDEO] LISTA DOS STAFFERS DO INTROCRAFT;1313;y6mTqpEgy_A;https://youtu.be/y6mTqpEgy_A
1314;[VÍDEO] EU SÉRIO NO CARRO;1314;63OUE4hvyCs;https://youtu.be/63OUE4hvyCs
1315;[VÍDEOS] TENTANDO MOSTRAR SETUP 2015;1315;xLuNSq6mqPE;https://youtu.be/xLuNSq6mqPE
1315;[VÍDEOS] TENTANDO MOSTRAR SETUP 2015;1315;1Vw1kZGbNQk;https://youtu.be/1Vw1kZGbNQk
1315;[VÍDEOS] TENTANDO MOSTRAR SETUP 2015;1315;ihnXt2EA_FM;https://youtu.be/ihnXt2EA_FM
1316;[VÍDEO] MUITA CHUVA EM UM COLÉGIO;1316;4mAXYwbgBoM;https://youtu.be/4mAXYwbgBoM
1316;[VÍDEO] MUITA CHUVA EM UM COLÉGIO;1316;AlqSzHSNrww;https://youtu.be/AlqSzHSNrww
1317;[VÍDEO] EU AMEAÇANDO DELETAR O INTROCRAFT;1317;I2YIf3DGXoo;https://youtu.be/I2YIf3DGXoo
1318;[VÍDEO] EU LIGANDO O INTROCRAFT;1318;LkcEPBaxNUY;https://youtu.be/LkcEPBaxNUY
1319;[VÍDEO] O PEDIDO DE UNBAN DELE FOI NEGADO, DESCULPA;1319;5DvLo0b_L1A;https://youtu.be/5DvLo0b_L1A
1319;[VÍDEO] O PEDIDO DE UNBAN DELE FOI NEGADO, DESCULPA;1319;1S-iRCcmlt0;https://youtu.be/1S-iRCcmlt0
1320;[VÍDEO] NOVAMENTE MUITA CHUVA;1320;YnFOK4ekMEU;https://youtu.be/YnFOK4ekMEU
1321;[VÍDEO] MEU NOVO TECLADO;1321;aLdNLjK0ols;https://youtu.be/aLdNLjK0ols
1322;[VÍDEO] MAAH, OLHA SÓ O QUE CHEGOU;1322;kGUP27KpqS8;https://youtu.be/kGUP27KpqS8
1323;[VÍDEO] MACRO DA RAZER;1323;6JQ7275h19c;https://youtu.be/6JQ7275h19c
1324;[VÍDEO] BANHEIRA CONFORTÁVEL;1324;jOhnX5NPtbo;https://youtu.be/jOhnX5NPtbo
